Date,Price,Open,High,Low,Vol,Change%
24-04-2013,138.3699951,138.0899963,138.5500031,137.4499969,10369300,1.09
25-04-2013,141.6300049,140,142.0800018,139.7899933,18886900,2.36
26-04-2013,140.9100037,142.3000031,143.4299927,140.0399933,19307800,-0.51
29-04-2013,142.3000031,142.1300049,142.6600037,141.4900055,11004500,0.99
30-04-2013,142.7700043,142.2700043,142.8300018,141.5500031,11284400,0.33
01-05-2013,141.1100006,140.5899963,141.5500031,139.3000031,13931100,-1.16
02-05-2013,141.9199982,142,142.4700012,141.6399994,11502200,0.57
03-05-2013,142.0899963,141.6999969,142.7100067,141.3999939,11667100,0.12
06-05-2013,142.1499939,142.3300018,142.4600067,141.6300049,7730300,0.04
07-05-2013,140.3800049,140.3800049,140.6399994,139.3699951,13627400,-1.25
08-05-2013,142.4600067,141.7799988,142.8099976,141.4900055,11161100,1.48
09-05-2013,140.8099976,141.3300018,142.3600006,140.5099945,8263000,-1.16
10-05-2013,139.6000061,138.2200012,139.75,137.2599945,14650600,-0.86
13-05-2013,138.4299927,138.4600067,138.9700012,138.1600037,6714100,-0.84
14-05-2013,137.8099976,137.9499969,139.1600037,137.6399994,9895700,-0.45
15-05-2013,134.6300049,136.5899963,136.9799957,134.2299957,19062400,-2.31
16-05-2013,134.0899963,133.1799927,134.4799957,133,12759200,-0.4
17-05-2013,131.0700073,133.1699982,133.4799957,131.0200043,20346500,-2.25
20-05-2013,135.1199951,130.8800049,135.3200073,130.8500061,21594000,3.09
21-05-2013,132.8800049,132.1699982,133.6499939,131.4499969,14542500,-1.66
22-05-2013,131.9400024,134.1799927,136.7700043,130.9499969,25975200,-0.71
23-05-2013,134.6100006,134.5099945,134.8399963,133.1199951,10267600,2.02
24-05-2013,133.7599945,134.1100006,134.5099945,133.6399994,5522600,-0.63
28-05-2013,133.4900055,133.6799927,135.5700073,132.8000031,12466400,-0.2
29-05-2013,134.8300018,134.0899963,134.9100037,133.6399994,8762200,1
30-05-2013,136.6999969,136.6699982,137.1100006,136.2599945,8611700,1.39
31-05-2013,133.9199982,135.7100067,136.0500031,133.8899994,9726600,-2.03
03-06-2013,136.5099945,134.7700043,136.9799957,134.4299927,9173000,1.93
04-06-2013,135.2299957,135.2100067,135.4400024,134.2700043,5505200,-0.94
05-06-2013,135.5200043,135.4700012,136.3699951,135.0099945,7444900,0.21
06-06-2013,136.5299988,135.3899994,137.6199951,134.9799957,9847700,0.75
07-06-2013,133.2799988,134.1100006,134.6199951,133.1799927,11054400,-2.38
10-06-2013,133.9400024,133.3000031,134.2799988,132.9900055,6142800,0.5
11-06-2013,133.25,132.3099976,133.5099945,132.2400055,7199300,-0.52
12-06-2013,134.25,132.9499969,134.8300018,132.8300018,6550600,0.75
13-06-2013,133.7400055,133.3099976,134.1999969,132.8200073,7161800,-0.38
14-06-2013,134.4299927,134,134.6000061,133.8800049,4278700,0.52
17-06-2013,133.7700043,133.8899994,134.0599976,133.5200043,4072300,-0.49
18-06-2013,132.1300049,132.7200012,132.9600067,131.5299988,7379300,-1.23
19-06-2013,130.5899963,132.5800018,133.1499939,130.3800049,13017800,-1.17
20-06-2013,123.5999985,125.2200012,126.3799973,123.3300018,28872100,-5.35
21-06-2013,125.0500031,125.1600037,125.5699997,124.4599991,16600000,1.17
24-06-2013,123.9300003,124.3099976,124.6999969,123.3099976,12749300,-0.9
25-06-2013,123.4700012,123.6500015,123.9000015,122.8799973,9369200,-0.37
26-06-2013,118.2799988,119.8799973,119.9000015,118.0599976,24748800,-4.2
27-06-2013,115.9400024,119.0999985,119.5100021,115.6500015,30001900,-1.98
28-06-2013,119.1100006,115.2200012,119.3300018,114.6800003,32981900,2.73
01-07-2013,121.1299973,119.9400024,121.9499969,119.3799973,15945200,1.7
02-07-2013,120.0500031,121.3399963,121.4700012,119.7799988,10550300,-0.89
03-07-2013,120.7399979,120.6999969,121.7699966,120.5400009,6750300,0.57
05-07-2013,118.0899963,118.0800018,118.1800003,116.7399979,11592500,-2.19
08-07-2013,119.5100021,119.0899963,119.6600037,118.9300003,8652200,1.2
09-07-2013,120.6200027,120.8399963,121.5100021,120.0500031,8201400,0.93
10-07-2013,120.9499969,121.1500015,122.3499985,120.5899963,14697100,0.27
11-07-2013,124.2399979,124.2600021,124.3600006,123.4700012,11279400,2.72
12-07-2013,124.1299973,123.5199966,124.3000031,123.3199997,6583800,-0.09
15-07-2013,124.1800003,124.0800018,124.3899994,123.8399963,4133200,0.04
16-07-2013,124.8899994,124.7600021,125.2099991,124.3300018,5577300,0.57
17-07-2013,123.3199997,125.0400009,125.6999969,122.7300034,10882400,-1.26
18-07-2013,124.0100021,124.1100006,124.5199966,123.7799988,6150900,0.56
19-07-2013,125.1100006,124.8899994,125.4199982,124.6500015,5767800,0.89
22-07-2013,128.8399963,127.6500015,129.4600067,127.5899963,10851900,2.98
23-07-2013,129.7100067,128.6999969,130.1399994,128.3500061,8820100,0.68
24-07-2013,127.4800034,129.1699982,129.3999939,126.8700027,9979100,-1.72
25-07-2013,128.6699982,127.6999969,128.8699951,127.6399994,4702400,0.93
26-07-2013,128.7799988,128.1100006,128.9700012,126.7799988,6148500,0.09
29-07-2013,128.4700012,128.4499969,128.7799988,128.25,3554100,-0.24
30-07-2013,128.1199951,127.9499969,128.3099976,127.2200012,4487700,-0.27
31-07-2013,127.9599991,127.7600021,128.9199982,126.1299973,16015300,-0.12
01-08-2013,126.6100006,127.8399963,127.8899994,126.3300018,10564300,-1.06
02-08-2013,126.3600006,126.7399979,127.25,126.3199997,6466300,-0.2
05-08-2013,125.6999969,126.5100021,126.6399994,125.3399963,4003900,-0.52
06-08-2013,123.9700012,124.3300018,124.5500031,123.5500031,6016200,-1.38
07-08-2013,124.1500015,124,124.5999985,123.8499985,5304700,0.15
08-08-2013,126.8600006,124.7799988,126.9899979,124.7699966,8653600,2.18
09-08-2013,126.8600006,126.5100021,127.2699966,126.3000031,6192000,0
12-08-2013,129.1300049,129.5700073,129.7100067,128.8800049,7414300,1.79
13-08-2013,127.7399979,128.4900055,128.6499939,127.3799973,7336100,-1.08
14-08-2013,129,127.6600037,129.0700073,127.5699997,8713200,0.99
15-08-2013,131.6900024,128.0599976,132.3600006,127.9800034,17226300,2.09
16-08-2013,132.5800018,132.5599976,133.2700043,131.3899994,14447100,0.68
19-08-2013,132.0099945,132.3300018,132.5,131.5899963,8118400,-0.43
20-08-2013,132.4499969,132.0299988,133.1300049,132.0200043,7809100,0.33
21-08-2013,132.0700073,131.7400055,133.2299957,131.5099945,10720200,-0.29
22-08-2013,132.8099976,132.5599976,133.4600067,132.2700043,5741800,0.56
23-08-2013,134.8999939,132.5800018,135.2400055,132.5,11623400,1.57
26-08-2013,135.4499969,134.8800049,135.6000061,134.1499939,7692100,0.41
27-08-2013,136.75,136.9400024,137.5500031,136.5200043,11283300,0.96
28-08-2013,136.7100067,137.2100067,137.4600067,136.6600037,13650400,-0.03
29-08-2013,135.8699951,136.1199951,136.5500031,135.4199982,7939400,-0.61
30-08-2013,134.6199951,134.6499939,135.7100067,134.4400024,7680000,-0.92
03-09-2013,136.4199982,135.4600067,136.7899933,135.0299988,8100700,1.34
04-09-2013,134.6600037,134.6100006,134.8399963,133.7200012,7785400,-1.29
05-09-2013,132.1999969,134.1300049,134.3500061,131.8000031,11118600,-1.83
06-09-2013,134.1499939,133.4199982,134.3999939,133.3300018,8448700,1.48
09-09-2013,133.9100037,134.1300049,134.3200073,133.6699982,5090500,-0.18
10-09-2013,131.7400055,131.8200073,132,131.1100006,8433100,-1.62
11-09-2013,131.6999969,131.5800018,131.8099976,131.2599945,5046600,-0.03
12-09-2013,127.6699982,128.6199951,128.7799988,127.6100006,12944000,-3.06
13-09-2013,127.8199997,127.1600037,127.9599991,126.2099991,12060400,0.12
16-09-2013,126.4499969,127.4800034,128.0200043,126.3300018,9829100,-1.07
17-09-2013,126.5,126.8099976,126.9899979,126.1100006,8135500,0.04
18-09-2013,132.0099945,125.3199997,132.1600037,125.1500015,24780000,4.36
19-09-2013,131.75,132,132.7799988,131.2200012,14353900,-0.2
20-09-2013,127.9599991,130.6000061,130.9100037,127.9000015,19558200,-2.88
23-09-2013,127.5500031,127.5199966,128.4400024,127.3300018,7421800,-0.32
24-09-2013,127.6600037,126.4000015,128.2100067,126.3399963,7349700,0.09
25-09-2013,128.7899933,127.5699997,129.2100067,127.5199966,7519100,0.89
26-09-2013,127.7900009,128.6100006,128.9900055,127.3199997,9491300,-0.78
27-09-2013,128.9700012,128.8600006,129.5800018,128.8399963,7430200,0.92
30-09-2013,128.1799927,127.9499969,129.1399994,127.6999969,8979000,-0.61
01-10-2013,124.5899963,125.25,125.2600021,123.8099976,16721100,-2.8
02-10-2013,127.0599976,125.3700027,127.8099976,125.3399963,11994200,1.98
03-10-2013,127.1800003,126.7699966,127.6900024,126.2200012,11632900,0.09
04-10-2013,126.5299988,127.0500031,127.1500015,126,6923700,-0.51
07-10-2013,127.6399994,127.25,128.3300018,127.1200027,6732800,0.88
08-10-2013,127.4000015,127.7900009,128.4499969,127.2099991,6999700,-0.19
09-10-2013,126.1100006,126.2099991,126.8899994,124.9700012,10705100,-1.01
10-10-2013,124.2699966,125.3399963,125.8300018,124.0999985,10523600,-1.46
11-10-2013,122.5999985,122.3700027,122.8099976,121.8499985,15972600,-1.34
14-10-2013,122.8300018,123.9000015,124.2399979,122.8099976,6118200,0.19
15-10-2013,123.7300034,122.2799988,124.3600006,122.2200012,8384200,0.73
16-10-2013,123.5400009,123.5199966,123.8899994,122.5100021,8523400,-0.15
17-10-2013,127.4199982,127.0100021,127.8600006,126.8099976,11785100,3.14
18-10-2013,126.8499985,126.8700027,127.3300018,126.5999985,5350500,-0.45
21-10-2013,126.9800034,127.1299973,127.3399963,126.7900009,3395200,0.1
22-10-2013,129.3399963,128.25,129.8099976,128.2200012,8849000,1.86
23-10-2013,128.6900024,128.5500031,129.0899963,128.3500061,5092200,-0.5
24-10-2013,129.8999939,129.4100037,130.5299988,129.4100037,10221400,0.94
25-10-2013,130.4600067,129.5299988,130.9199982,129.4600067,8767900,0.43
28-10-2013,130.5599976,130.4100037,131.4400024,130.1000061,6807800,0.08
29-10-2013,129.7700043,130.1600037,130.5899963,129.5700073,5328500,-0.61
30-10-2013,129.6000061,130.8300018,131.2200012,128.8099976,8896000,-0.13
31-10-2013,127.7399979,128.0399933,128.4900055,127.3000031,7753300,-1.44
01-11-2013,126.9499969,126.8600006,127.1699982,126.0500031,9566200,-0.62
04-11-2013,126.8099976,127.1800003,127.5199966,126.7399979,3819300,-0.11
05-11-2013,126.5599976,126.7099991,126.8600006,126,4941200,-0.2
06-11-2013,127.1999969,127.1100006,127.3600006,126.9199982,3544900,0.51
07-11-2013,126.1600037,126.1399994,126.8499985,125.8600006,7700100,-0.82
08-11-2013,124.2799988,124.4599991,124.4599991,123.6200027,8427300,-1.49
11-11-2013,123.8700027,123.9199982,123.9700012,123.6600037,3277700,-0.33
12-11-2013,122.4499969,123.5100021,123.8700027,121.7300034,7705600,-1.15
13-11-2013,122.8499985,122.9700012,123.2399979,122.3899994,5967000,0.33
14-11-2013,124.2699966,123.9199982,124.9100037,123.8799973,7669700,1.16
15-11-2013,124.3199997,124.1600037,124.5199966,124.0699997,4660700,0.04
18-11-2013,122.9000015,123.6999969,123.9599991,122.5500031,6241300,-1.14
19-11-2013,122.9499969,122.9700012,123.4000015,122.8300018,3666500,0.04
20-11-2013,120.1200027,121.6699982,122.4400024,119.7600021,14281000,-2.3
21-11-2013,119.9400024,119.8099976,120.3499985,119.3099976,7557500,-0.15
22-11-2013,119.9199982,120.2399979,120.4000015,119.8199997,6774400,-0.02
25-11-2013,120.4599991,119.1800003,121,119.1299973,7266300,0.45
26-11-2013,119.8199997,119.8399963,120.4000015,119.5899963,9053300,-0.53
27-11-2013,119.4599991,120.4899979,120.6900024,119.25,6144600,-0.3
29-11-2013,120.6999969,120.6699982,121.0500031,120.6200027,2364700,1.04
02-12-2013,117.5800018,119.1999969,119.2900009,117.5,10297100,-2.58
03-12-2013,117.9599991,117.5800018,118.3099976,117.2300034,7004800,0.32
04-12-2013,119.9599991,118.3300018,120.7600021,118.1600037,9110700,1.7
05-12-2013,118.3000031,118.1999969,119.2399979,117.4100037,10254700,-1.38
06-12-2013,118.5500031,118.8600006,119.2600021,118.0100021,7909500,0.21
09-12-2013,119.7200012,118.9899979,119.9199982,118.9499969,5510400,0.99
10-12-2013,121.8199997,122.1399994,122.3199997,121.4700012,9155600,1.75
11-12-2013,120.8600006,121.4899979,121.8099976,120.7600021,9934900,-0.79
12-12-2013,118.2900009,118.6100006,118.8199997,118.0299988,8810800,-2.13
13-12-2013,119.3799973,118.8899994,119.4899979,118.7600021,6482100,0.92
16-12-2013,119.6900024,119.2600021,120.7699966,118.9700012,8189500,0.26
17-12-2013,118.6500015,118.9599991,119.9000015,118.3700027,8589100,-0.87
18-12-2013,117.6100006,119,120.0500031,117.2900009,16265000,-0.88
19-12-2013,114.8199997,115.9700012,116.0599976,114.5,15955400,-2.37
20-12-2013,115.9400024,115.3700027,116.4700012,115.0599976,14693700,0.98
23-12-2013,115.5699997,115.6100006,116.1200027,115.4300003,6237300,-0.32
24-12-2013,116.0999985,115.7900009,116.2900009,115.7099991,3353900,0.46
26-12-2013,116.7399979,117.2300034,117.2300034,116.6500015,3868400,0.55
27-12-2013,117.1200027,117.3099976,117.3799973,116.8499985,4206200,0.33
30-12-2013,115.3899994,116.3700027,116.4000015,115.1800003,6703200,-1.48
31-12-2013,116.1200027,114.6100006,117.1299973,114.4599991,12835900,0.63
02-01-2014,118,117.9300003,118.7300034,117.75,7551000,1.62
03-01-2014,119.2900009,118.6399994,119.6200027,118.5899963,5874400,1.09
06-01-2014,119.5,119.7600021,120.3899994,117.1100006,10106500,0.18
07-01-2014,118.8199997,118.4599991,118.9199982,118.1299973,6433700,-0.57
08-01-2014,118.1200027,117.9899979,118.5199966,117.5,7428500,-0.59
09-01-2014,118.4599991,118.1100006,118.6900024,117.9899979,3972800,0.29
10-01-2014,120.2600021,119.7200012,120.4300003,119.5800018,7993200,1.52
13-01-2014,121.0199966,120.2699966,121.0400009,120.1999969,5872700,0.63
14-01-2014,119.8899994,120.5400009,121.0599976,119.7200012,7505400,-0.93
15-01-2014,119.6600037,119.1900024,119.8099976,119.1100006,5474300,-0.19
16-01-2014,119.7900009,119.8399963,119.9599991,119.5699997,3949500,0.11
17-01-2014,120.9300003,120.3499985,121.0199966,120.1999969,7923400,0.95
21-01-2014,119.6999969,119.2300034,119.9700012,119.2300034,6763500,-1.02
22-01-2014,119.1900024,119.6500015,119.7699966,119.1699982,4891800,-0.43
23-01-2014,121.7900009,120.9700012,122.0199966,120.9700012,11028200,2.18
24-01-2014,122.2900009,122.0599976,122.5,121.5500031,8515700,0.41
27-01-2014,120.9599991,121.6500015,122.0599976,120.7200012,7528600,-1.09
28-01-2014,120.9499969,121.3199997,121.4000015,120.4100037,5149500,-0.01
29-01-2014,122.4700012,122.1900024,122.5100021,121.1299973,12257500,1.26
30-01-2014,119.7699966,119.6699982,120.2200012,119.5999985,8746500,-2.2
31-01-2014,120.0899963,120.6500015,120.8600006,119.4599991,7983100,0.27
03-02-2014,121.3199997,120.4700012,122.1100006,120.3199997,9267300,1.02
04-02-2014,120.9899979,120.4100037,121.0899963,120.3899994,7027400,-0.27
05-02-2014,121.2900009,121.7600021,121.8799973,120.7300034,6800000,0.25
06-02-2014,121.2399979,121.3799973,121.5100021,120.7799988,4745800,-0.04
07-02-2014,122.1699982,121.2399979,122.2399979,121.2300034,6674700,0.77
10-02-2014,122.9199982,122.8000031,123.1600037,122.7200012,7931200,0.61
11-02-2014,124.3600006,123.3799973,124.75,123.3600006,11546000,1.17
12-02-2014,124.4300003,124.4000015,124.9800034,124.1299973,6651900,0.06
13-02-2014,125.4899979,124.6999969,125.5999985,124.6600037,9167900,0.85
14-02-2014,127.1500015,126.9899979,127.3799973,126.75,11147900,1.32
18-02-2014,127.4000015,127.4199982,127.75,127.0899963,7685800,0.2
19-02-2014,126.2699966,127.2600021,127.4499969,126.1600037,9384100,-0.89
20-02-2014,127.5999985,126.75,127.75,126.4000015,10572900,1.05
21-02-2014,127.5800018,127.5699997,128.0700073,127.1500015,7298200,-0.02
24-02-2014,128.9900055,128.5099945,129.0700073,128.3399963,12114200,1.11
25-02-2014,129.2100067,128.6199951,129.5299988,128.5700073,5786000,0.17
26-02-2014,128.1100006,128.4900055,128.7599945,127.4199982,7052900,-0.85
27-02-2014,128.1999969,128.3999939,128.8000031,127.8899994,5066500,0.07
28-02-2014,127.6200027,128.2700043,128.3500061,127.1500015,10584100,-0.45
03-03-2014,130.2899933,130,130.5899963,129.8099976,11741100,2.09
04-03-2014,128.6799927,128.5399933,129.2400055,128.3200073,6341700,-1.24
05-03-2014,128.8899994,128.7100067,129.3399963,128.5800018,4878500,0.16
06-03-2014,130.1699982,129.7100067,130.4700012,129.4700012,5408900,0.99
07-03-2014,129.0899963,128.25,129.2299957,128.2100067,7575000,-0.83
10-03-2014,129.1300049,128.8800049,129.6100006,128.7799988,4169900,0.03
11-03-2014,129.8600006,130.0099945,130.1499939,128.9299927,7289800,0.57
12-03-2014,131.7599945,131.5599976,132.1199951,131.3899994,11094200,1.46
13-03-2014,132.2100067,131.6900024,132.5399933,131.5599976,8007700,0.34
14-03-2014,133.1000061,133.6799927,133.6900024,132.3500061,11939600,0.67
17-03-2014,131.6399994,132.7299957,133.2200012,131.2200012,14626800,-1.1
18-03-2014,130.6199951,130.3899994,131.2700043,130.3300018,6424400,-0.77
19-03-2014,128.0899963,129.5500031,129.6799927,127.9400024,12932900,-1.94
20-03-2014,127.8600006,127.7799988,128.4100037,127.5800018,7690800,-0.18
21-03-2014,128.4700012,129.0399933,129.0899963,128.4100037,7237300,0.48
24-03-2014,126.1800003,126.8700027,127.1399994,126.0299988,13076500,-1.78
25-03-2014,126.4100037,126.4400024,126.8199997,126.2399979,6566900,0.18
26-03-2014,125.4100037,126.2699966,126.3799973,125.1299973,8575400,-0.79
27-03-2014,124.5899963,125.0599976,125.2900009,124.2099991,7312300,-0.65
28-03-2014,124.5599976,124.2300034,124.9599991,123.8799973,7253700,-0.02
31-03-2014,123.6100006,124.5199966,124.7900009,123.5699997,12379200,-0.76
01-04-2014,123.3899994,123.7099991,123.8499985,123.1100006,5992000,-0.18
02-04-2014,124.3199997,124.4100037,124.75,124.1900024,4907800,0.75
03-04-2014,123.9199982,123.75,124.2600021,123.5899963,3658800,-0.32
04-04-2014,125.5699997,125.1999969,125.9599991,124.8600006,7278400,1.33
07-04-2014,124.9100037,125.0699997,125.4700012,124.8399963,3967200,-0.53
08-04-2014,126.0899963,126.3399963,126.3399963,125.9000015,6939100,0.94
09-04-2014,126.3199997,125.4599991,126.7200012,125.3300018,5305600,0.18
10-04-2014,127.0100021,126.9499969,127.3700027,126.8199997,5003200,0.55
11-04-2014,126.9300003,127.0400009,127.3099976,126.7300034,4697200,-0.06
14-04-2014,127.8499985,127.8000031,128.25,127.6200027,6677400,0.72
15-04-2014,125.4899979,124.7900009,125.6999969,124.5999985,9967600,-1.85
16-04-2014,125.5400009,125.3700027,125.5699997,125.0299988,4071300,0.04
17-04-2014,124.75,125.3799973,125.5299988,124.5699997,5901900,-0.63
21-04-2014,124.2399979,124.0699997,124.3300018,123.7600021,6579200,-0.41
22-04-2014,123.7799988,124.1500015,124.1600037,122.9199982,6898100,-0.37
23-04-2014,123.7600021,123.6999969,123.9400024,123.3799973,3736600,-0.02
24-04-2014,124.5599976,122.8700027,125.1200027,122.8399963,8754200,0.65
25-04-2014,125.4300003,125.1699982,125.7099991,125.0699997,7023700,0.7
28-04-2014,124.8799973,125.3000031,125.3399963,124.4499969,4897900,-0.44
29-04-2014,124.8600006,124.9499969,125.3799973,124.6500015,5241600,-0.02
30-04-2014,124.2200012,124.1900024,125.0500031,123.8199997,10352900,-0.51
01-05-2014,123.8000031,123.1699982,123.8300018,123.0599976,6687300,-0.34
02-05-2014,125.0599976,123.6900024,125.6699982,123.3300018,9912900,1.02
05-05-2014,126.2200012,126.4700012,126.6299973,126,5196500,0.93
06-05-2014,125.9800034,126.0199966,126.1100006,125.6299973,3488000,-0.19
07-05-2014,124.1699982,125.5199966,125.5699997,123.9199982,8469900,-1.44
08-05-2014,124.1699982,124.1900024,124.4700012,123.8899994,3695500,0
09-05-2014,124.0999985,124.3899994,124.4700012,123.8199997,3120000,-0.06
12-05-2014,124.9400024,125.4000015,125.4199982,124.6900024,4025500,0.68
13-05-2014,124.5999985,124.7900009,125.0999985,124.5,2643500,-0.27
14-05-2014,125.8099976,125.8000031,125.9599991,125.4400024,4015900,0.97
15-05-2014,124.7699966,124.7699966,125.5100021,124.5400009,5861100,-0.83
16-05-2014,124.5,124.3499985,124.7699966,124.2900009,4052100,-0.22
19-05-2014,124.5800018,125.2799988,125.4700012,124.4800034,3902600,0.06
20-05-2014,124.6900024,124.1200027,124.9100037,124.0899963,3770800,0.09
21-05-2014,124.3899994,124.25,124.5500031,123.5299988,6846500,-0.24
22-05-2014,124.6699982,125.1399994,125.2399979,124.5400009,3458800,0.23
23-05-2014,124.5100021,124.5999985,124.6600037,124.1900024,2205900,-0.13
27-05-2014,121.8499985,122.9800034,123.0699997,121.75,10895800,-2.14
28-05-2014,121.1999969,121.4700012,121.6999969,120.9199982,6736800,-0.53
29-05-2014,120.9400024,120.7799988,121.4599991,120.7699966,5551900,-0.21
30-05-2014,120.4300003,120.7600021,120.8099976,119.6200027,8749600,-0.42
02-06-2014,119.6999969,119.9300003,120.4599991,119.6100006,5916100,-0.61
03-06-2014,120.0100021,119.7300034,120.0899963,119.4199982,5008300,0.26
04-06-2014,119.7600021,120.0999985,120.1600037,119.6800003,3859500,-0.21
05-06-2014,120.6600037,120.5500031,120.8799973,120.4300003,4180400,0.75
06-06-2014,120.6100006,120.6800003,120.7699966,119.9400024,4807700,-0.04
09-06-2014,120.6500015,120.7900009,120.8499985,120.5699997,2788000,0.03
10-06-2014,121.3899994,121.2900009,121.4700012,121.2099991,3556600,0.61
11-06-2014,121.4100037,121.5100021,121.6100006,121.1800003,3572300,0.02
12-06-2014,122.6399994,121.9199982,122.75,121.8300018,7388500,1.01
13-06-2014,122.9599991,122.5699997,123.0400009,122.5100021,4026600,0.26
16-06-2014,122.4199982,122.8799973,123.0100021,122.3000031,5832800,-0.44
17-06-2014,122.2799988,121.8499985,122.5,121.8199997,4032800,-0.11
18-06-2014,122.6699982,122.2200012,122.8000031,122.0899963,4601700,0.32
19-06-2014,126.9400024,124.3300018,127.2300034,124.3199997,24374800,3.48
20-06-2014,126.5,126.3199997,127.0699997,126.2099991,9954700,-0.35
23-06-2014,126.8499985,126.6500015,126.9400024,126.3700027,5142800,0.28
24-06-2014,126.9800034,127.2200012,127.3199997,126.7300034,6350200,0.1
25-06-2014,126.9899979,126.7799988,127.5500031,126.6600037,6692300,0.01
26-06-2014,126.7300034,126.5299988,126.9199982,126.1999969,5529800,-0.2
27-06-2014,126.6600037,126.8799973,127.1699982,126.6500015,4200300,-0.06
30-06-2014,128.0399933,126.5299988,128.0399933,126.3700027,18123400,1.09
01-07-2014,127.6999969,127.9899979,128.1199951,127.4899979,8145900,-0.27
02-07-2014,127.6999969,127.7600021,128.2400055,127.6399994,5738900,0
03-07-2014,127.1600037,126.7900009,127.2900009,126.6100006,4922500,-0.42
07-07-2014,127.0199966,126.6299973,127.0299988,126.2300034,4630200,-0.11
08-07-2014,127.0699997,127.2900009,127.5299988,126.4300003,6216600,0.04
09-07-2014,127.8399963,127.5400009,128.2599945,127.1800003,8362700,0.61
10-07-2014,128.5399933,129.1100006,129.2100067,128.4900055,6313300,0.55
11-07-2014,128.7799988,128.4100037,128.8300018,128.3800049,4322100,0.19
14-07-2014,125.7200012,125.5,126.0999985,125.4499969,11465500,-2.38
15-07-2014,124.5299988,125.8899994,126.3199997,124.3600006,10541700,-0.95
16-07-2014,124.9700012,125.0199966,125.4700012,124.7799988,4099800,0.35
17-07-2014,127.0899963,125.5199966,127.5500031,125.1100006,11423900,1.7
18-07-2014,126.1299973,125.7900009,126.2099991,125.6699982,6460900,-0.76
21-07-2014,126.3399963,126.5299988,126.5500031,126.1100006,3296300,0.17
22-07-2014,125.7399979,126.3300018,126.4300003,125.4700012,3882000,-0.47
23-07-2014,125.6200027,125.7200012,126.0400009,125.4000015,3041400,-0.1
24-07-2014,124.3499985,124.8499985,124.8700027,123.9000015,8111600,-1.01
25-07-2014,125.7900009,124.4800034,125.9300003,124.4300003,5638800,1.16
28-07-2014,125.5800018,125.4400024,125.6699982,125.3000031,3212900,-0.17
29-07-2014,125.1999969,125.7900009,125.8799973,124.7200012,5267700,-0.3
30-07-2014,124.8300018,124.8899994,124.9300003,124.4100037,5614800,-0.3
31-07-2014,123.3899994,123.8499985,124.0699997,123.2300034,9896500,-1.15
01-08-2014,124.3799973,124.5400009,124.8099976,124.2300034,7397000,0.8
04-08-2014,123.9899979,124.3600006,124.4700012,123.7300034,6499400,-0.31
05-08-2014,123.8700027,123.7399979,124.5199966,123.4000015,8342500,-0.1
06-08-2014,125.6699982,125.7099991,126,125.5199966,9327800,1.45
07-08-2014,126.1800003,125.4700012,126.5100021,125.3700027,7298900,0.41
08-08-2014,126.1900024,126.0800018,126.4100037,125.8899994,5728200,0.01
11-08-2014,125.9599991,125.8399963,126.0400009,125.6399994,3163500,-0.18
12-08-2014,125.9899979,126.4199982,126.8099976,125.8700027,4609700,0.02
13-08-2014,126.1999969,126.3499985,126.5299988,125.9000015,3967500,0.17
14-08-2014,126.3099976,126.2399979,126.5299988,126.1299973,3348500,0.09
15-08-2014,125.4800034,124.5199966,126.0699997,124.4100037,13070500,-0.66
18-08-2014,124.9599991,124.7799988,125.0800018,124.6500015,4952500,-0.41
19-08-2014,124.6800003,125,125,124.4800034,4878400,-0.22
20-08-2014,124.2200012,124.8199997,124.8199997,123.8799973,4395600,-0.37
21-08-2014,122.8799973,122.7200012,123.2399979,122.4499969,8008800,-1.08
22-08-2014,123.1900024,123.0899963,123.3300018,122.5699997,4739200,0.25
25-08-2014,122.7399979,122.9199982,123.0400009,122.7200012,5012400,-0.37
26-08-2014,123.3499985,123.9199982,123.9700012,123.2799988,3882300,0.5
27-08-2014,123.3199997,123.5999985,123.7099991,123.25,2576800,-0.02
28-08-2014,124,124.1500015,124.3300018,123.8099976,3296700,0.55
29-08-2014,123.8600006,123.75,124.2200012,123.6200027,3683500,-0.11
02-09-2014,121.6500015,121.9700012,122.0800018,121.4300003,10128600,-1.78
03-09-2014,122.1500015,121.6999969,122.1999969,121.6600037,3414600,0.41
04-09-2014,121.4800034,122.4800034,122.6600037,121.25,7310600,-0.55
05-09-2014,122.0599976,121.8300018,122.0599976,121.6299973,3490100,0.48
08-09-2014,120.7300034,121.5800018,121.6100006,120.3700027,7506500,-1.09
09-09-2014,120.8700027,120.5699997,120.9400024,120,6157300,0.12
10-09-2014,120.2600021,120.1299973,120.5400009,119.6399994,7021500,-0.5
11-09-2014,119.4700012,119.6100006,119.6999969,118.7699966,7612000,-0.66
12-09-2014,118.3799973,118.6299973,118.9000015,118.0699997,8126500,-0.91
15-09-2014,118.6399994,118.7900009,118.8600006,118.4599991,4775400,0.22
16-09-2014,118.8300018,118.8499985,119.4300003,118.4400024,6544500,0.16
17-09-2014,117.5400009,118.9499969,119.2399979,117.5,8328700,-1.09
18-09-2014,117.7799988,117.4100037,118.0899963,117.1900024,5368700,0.2
19-09-2014,117.0899963,117.5100021,117.5699997,116.7200012,10930200,-0.59
22-09-2014,116.8499985,116.7200012,117.3700027,116.5800018,7601600,-0.2
23-09-2014,117.5999985,117.9899979,117.9899979,117.3099976,4664800,0.64
